Airline,Airline_ID,Source_Airport,Source_Airport_ID,Destination_Airport,Destination_Airport_ID,Codeshare,Stops,Equipment,IATA_Source,Latitude_Source,Longitude_Source,IATA_Destination,Latitude_Destination,Longitude_Destination,Airport_Name,IATA_x,Latitude,Longitude,IATA_y,ISO_Country_Source,Scheduled_Service_Source,IATA,ISO_Country_Destination,Scheduled_Service_Destination
QF,4089,NAN,1960,AKL,2006,Y,0,73H 332 73W,NAN,-17.755399703979492,177.4429931640625,AKL,-37.01199,174.786331,Nadi International Airport,NAN,-17.755399703979492,177.4429931640625,NAN,FJ,yes,AKL,NZ,yes
QF,4089,NAN,1960,CHC,2009,Y,0,73H,NAN,-17.755399703979492,177.4429931640625,CHC,-43.48939895629883,172.53199768066406,Nadi International Airport,NAN,-17.755399703979492,177.4429931640625,NAN,FJ,yes,CHC,NZ,yes
QF,4089,PPT,4075,AKL,2006,,0,343,PPT,-17.553699,-149.606995,AKL,-37.01199,174.786331,Faa'a International Airport,PPT,-17.553699,-149.606995,PPT,PF,yes,AKL,NZ,yes
QF,4089,SCL,2650,AKL,2006,Y,0,343,SCL,-33.393001556396484,-70.78579711914062,AKL,-37.01199,174.786331,Comodoro Arturo Merino Benítez International Airport,SCL,-33.393001556396484,-70.78579711914062,SCL,CL,yes,AKL,NZ,yes
QF,4089,SYD,3361,AKL,2006,,0,73H,SYD,-33.94609832763672,151.177001953125,AKL,-37.01199,174.786331,Sydney Kingsford Smith International Airport,SYD,-33.94609832763672,151.177001953125,SYD,AU,yes,AKL,NZ,yes
QF,4089,SYD,3361,CHC,2009,Y,0,77W 73H,SYD,-33.94609832763672,151.177001953125,CHC,-43.48939895629883,172.53199768066406,Sydney Kingsford Smith International Airport,SYD,-33.94609832763672,151.177001953125,SYD,AU,yes,CHC,NZ,yes
QF,4089,SYD,3361,WLG,2042,,0,73H,SYD,-33.94609832763672,151.177001953125,WLG,-41.3272018433,174.804992676,Sydney Kingsford Smith International Airport,SYD,-33.94609832763672,151.177001953125,SYD,AU,yes,WLG,NZ,yes
QF,4089,SYD,3361,ZQN,2030,,0,73H,SYD,-33.94609832763672,151.177001953125,ZQN,-45.021099,168.738998,Sydney Kingsford Smith International Airport,SYD,-33.94609832763672,151.177001953125,SYD,AU,yes,ZQN,NZ,yes
QF,4089,WLG,2042,MEL,3339,,0,73H,WLG,-41.3272018433,174.804992676,MEL,-37.673302,144.843002,Wellington International Airport,WLG,-41.3272018433,174.804992676,WLG,NZ,yes,MEL,AU,yes
QF,4089,WLG,2042,SYD,3361,,0,73H,WLG,-41.3272018433,174.804992676,SYD,-33.94609832763672,151.177001953125,Wellington International Airport,WLG,-41.3272018433,174.804992676,WLG,NZ,yes,SYD,AU,yes
QF,4089,ZQN,2030,SYD,3361,,0,73H,ZQN,-45.021099,168.738998,SYD,-33.94609832763672,151.177001953125,Queenstown International Airport,ZQN,-45.021099,168.738998,ZQN,NZ,yes,SYD,AU,yes
SB,139,AKL,2006,NOU,2005,,0,320,AKL,-37.01199,174.786331,NOU,-22.014601,166.212997,Auckland International Airport,AKL,-37.01199,174.786331,AKL,NZ,yes,NOU,NC,yes
SB,139,NOU,2005,AKL,2006,,0,332 320,NOU,-22.014601,166.212997,AKL,-37.01199,174.786331,La Tontouta International Airport,NOU,-22.014601,166.212997,NOU,NC,yes,AKL,NZ,yes
SQ,4435,AKL,2006,SIN,3316,,0,77W 772,AKL,-37.01199,174.786331,SIN,1.35019,103.994003,Auckland International Airport,AKL,-37.01199,174.786331,AKL,NZ,yes,SIN,SG,yes
SQ,4435,BNE,3320,CHC,2009,Y,0,320,BNE,-27.384199142456055,153.11700439453125,CHC,-43.48939895629883,172.53199768066406,Brisbane International Airport,BNE,-27.384199142456055,153.11700439453125,BNE,AU,yes,CHC,NZ,yes
SQ,4435,CHC,2009,SIN,3316,,0,772,CHC,-43.48939895629883,172.53199768066406,SIN,1.35019,103.994003,Christchurch International Airport,CHC,-43.48939895629883,172.53199768066406,CHC,NZ,yes,SIN,SG,yes
SQ,4435,MEL,3339,CHC,2009,Y,0,320,MEL,-37.673302,144.843002,CHC,-43.48939895629883,172.53199768066406,Melbourne International Airport,MEL,-37.673302,144.843002,MEL,AU,yes,CHC,NZ,yes
SQ,4435,SIN,3316,AKL,2006,,0,772 77W,SIN,1.35019,103.994003,AKL,-37.01199,174.786331,Singapore Changi Airport,SIN,1.35019,103.994003,SIN,SG,yes,AKL,NZ,yes
SQ,4435,SIN,3316,CHC,2009,,0,772,SIN,1.35019,103.994003,CHC,-43.48939895629883,172.53199768066406,Singapore Changi Airport,SIN,1.35019,103.994003,SIN,SG,yes,CHC,NZ,yes
TG,4940,AKL,2006,BKK,3885,,0,777,AKL,-37.01199,174.786331,BKK,13.681099891662598,100.74700164794922,Auckland International Airport,AKL,-37.01199,174.786331,AKL,NZ,yes,BKK,TH,yes
TG,4940,BKK,3885,AKL,2006,,0,777,BKK,13.681099891662598,100.74700164794922,AKL,-37.01199,174.786331,Suvarnabhumi Airport,BKK,13.681099891662598,100.74700164794922,BKK,TH,yes,AKL,NZ,yes
TG,4940,HKG,3077,AKL,2006,Y,0,772,HKG,22.308901,113.915001,AKL,-37.01199,174.786331,Hong Kong International Airport,HKG,22.308901,113.915001,HKG,HK,yes,AKL,NZ,yes
TK,4951,AKL,2006,BKK,3885,Y,0,777,AKL,-37.01199,174.786331,BKK,13.681099891662598,100.74700164794922,Auckland International Airport,AKL,-37.01199,174.786331,AKL,NZ,yes,BKK,TH,yes
TK,4951,BKK,3885,AKL,2006,Y,0,777,BKK,13.681099891662598,100.74700164794922,AKL,-37.01199,174.786331,Suvarnabhumi Airport,BKK,13.681099891662598,100.74700164794922,BKK,TH,yes,AKL,NZ,yes
TN,225,AKL,2006,BNE,3320,Y,0,73H,AKL,-37.01199,174.786331,BNE,-27.384199142456055,153.11700439453125,Auckland International Airport,AKL,-37.01199,174.786331,AKL,NZ,yes,BNE,AU,yes
TN,225,AKL,2006,MEL,3339,Y,0,73H,AKL,-37.01199,174.786331,MEL,-37.673302,144.843002,Auckland International Airport,AKL,-37.01199,174.786331,AKL,NZ,yes,MEL,AU,yes
TN,225,AKL,2006,PPT,4075,,0,343 763,AKL,-37.01199,174.786331,PPT,-17.553699,-149.606995,Auckland International Airport,AKL,-37.01199,174.786331,AKL,NZ,yes,PPT,PF,yes
TN,225,AKL,2006,SYD,3361,Y,0,73H,AKL,-37.01199,174.786331,SYD,-33.94609832763672,151.177001953125,Auckland International Airport,AKL,-37.01199,174.786331,AKL,NZ,yes,SYD,AU,yes
TN,225,BNE,3320,AKL,2006,Y,0,73H,BNE,-27.384199142456055,153.11700439453125,AKL,-37.01199,174.786331,Brisbane International Airport,BNE,-27.384199142456055,153.11700439453125,BNE,AU,yes,AKL,NZ,yes
TN,225,MEL,3339,AKL,2006,Y,0,73H,MEL,-37.673302,144.843002,AKL,-37.01199,174.786331,Melbourne International Airport,MEL,-37.673302,144.843002,MEL,AU,yes,AKL,NZ,yes
TN,225,PPT,4075,AKL,2006,,0,343 763,PPT,-17.553699,-149.606995,AKL,-37.01199,174.786331,Faa'a International Airport,PPT,-17.553699,-149.606995,PPT,PF,yes,AKL,NZ,yes
TN,225,SYD,3361,AKL,2006,Y,0,73H,SYD,-33.94609832763672,151.177001953125,AKL,-37.01199,174.786331,Sydney Kingsford Smith International Airport,SYD,-33.94609832763672,151.177001953125,SYD,AU,yes,AKL,NZ,yes
UA,5209,AKL,2006,LAX,3484,Y,0,772 773,AKL,-37.01199,174.786331,LAX,33.942501,-118.407997,Auckland International Airport,AKL,-37.01199,174.786331,AKL,NZ,yes,LAX,US,yes
UA,5209,AKL,2006,SFO,3469,Y,0,772 744,AKL,-37.01199,174.786331,SFO,37.619806,-122.374821,Auckland International Airport,AKL,-37.01199,174.786331,AKL,NZ,yes,SFO,US,yes
UA,5209,HNL,3728,AKL,2006,Y,0,763,HNL,21.32062,-157.924228,AKL,-37.01199,174.786331,Daniel K Inouye International Airport,HNL,21.32062,-157.924228,HNL,US,yes,AKL,NZ,yes
UA,5209,LAX,3484,AKL,2006,Y,0,773 772,LAX,33.942501,-118.407997,AKL,-37.01199,174.786331,Los Angeles International Airport,LAX,33.942501,-118.407997,LAX,US,yes,AKL,NZ,yes
UA,5209,SFO,3469,AKL,2006,Y,0,772 744,SFO,37.619806,-122.374821,AKL,-37.01199,174.786331,San Francisco International Airport,SFO,37.619806,-122.374821,SFO,US,yes,AKL,NZ,yes
US,5265,ADL,3341,AKL,2006,Y,0,320,ADL,-34.947512,138.533393,AKL,-37.01199,174.786331,Adelaide International Airport,ADL,-34.947512,138.533393,ADL,AU,yes,AKL,NZ,yes
US,5265,APW,1969,AKL,2006,Y,0,320 763,APW,-13.829999923706055,-172.00799560546875,AKL,-37.01199,174.786331,Faleolo International Airport,APW,-13.829999923706055,-172.00799560546875,APW,WS,yes,AKL,NZ,yes
US,5265,BNE,3320,AKL,2006,Y,0,773 772,BNE,-27.384199142456055,153.11700439453125,AKL,-37.01199,174.786331,Brisbane International Airport,BNE,-27.384199142456055,153.11700439453125,BNE,AU,yes,AKL,NZ,yes
US,5265,CNS,3322,AKL,2006,Y,0,320,CNS,-16.885799408,145.755004883,AKL,-37.01199,174.786331,Cairns International Airport,CNS,-16.885799408,145.755004883,CNS,AU,yes,AKL,NZ,yes
US,5265,HNL,3728,AKL,2006,Y,0,763,HNL,21.32062,-157.924228,AKL,-37.01199,174.786331,Daniel K Inouye International Airport,HNL,21.32062,-157.924228,HNL,US,yes,AKL,NZ,yes
US,5265,LAX,3484,AKL,2006,Y,0,773 772,LAX,33.942501,-118.407997,AKL,-37.01199,174.786331,Los Angeles International Airport,LAX,33.942501,-118.407997,LAX,US,yes,AKL,NZ,yes
US,5265,MEL,3339,AKL,2006,Y,0,773,MEL,-37.673302,144.843002,AKL,-37.01199,174.786331,Melbourne International Airport,MEL,-37.673302,144.843002,MEL,AU,yes,AKL,NZ,yes
US,5265,NAN,1960,AKL,2006,Y,0,772 320 763 773,NAN,-17.755399703979492,177.4429931640625,AKL,-37.01199,174.786331,Nadi International Airport,NAN,-17.755399703979492,177.4429931640625,NAN,FJ,yes,AKL,NZ,yes
US,5265,PER,3351,AKL,2006,Y,0,772,PER,-31.94029998779297,115.96700286865234,AKL,-37.01199,174.786331,Perth International Airport,PER,-31.94029998779297,115.96700286865234,PER,AU,yes,AKL,NZ,yes
US,5265,RAR,1959,AKL,2006,Y,0,763 320 772,RAR,-21.2027,-159.806,AKL,-37.01199,174.786331,Rarotonga International Airport,RAR,-21.2027,-159.806,RAR,CK,yes,AKL,NZ,yes
US,5265,SFO,3469,AKL,2006,Y,0,772 744,SFO,37.619806,-122.374821,AKL,-37.01199,174.786331,San Francisco International Airport,SFO,37.619806,-122.374821,SFO,US,yes,AKL,NZ,yes
US,5265,SYD,3361,AKL,2006,Y,0,320 772 763,SYD,-33.94609832763672,151.177001953125,AKL,-37.01199,174.786331,Sydney Kingsford Smith International Airport,SYD,-33.94609832763672,151.177001953125,SYD,AU,yes,AKL,NZ,yes
VA,5360,ADL,3341,AKL,2006,Y,0,320,ADL,-34.947512,138.533393,AKL,-37.01199,174.786331,Adelaide International Airport,ADL,-34.947512,138.533393,ADL,AU,yes,AKL,NZ,yes
VA,5360,AKL,2006,ADL,3341,Y,0,320,AKL,-37.01199,174.786331,ADL,-34.947512,138.533393,Auckland International Airport,AKL,-37.01199,174.786331,AKL,NZ,yes,ADL,AU,yes
VA,5360,AKL,2006,APW,1969,Y,0,73H,AKL,-37.01199,174.786331,APW,-13.829999923706055,-172.00799560546875,Auckland International Airport,AKL,-37.01199,174.786331,AKL,NZ,yes,APW,WS,yes
VA,5360,AKL,2006,BNE,3320,Y,0,73H 772 773 320 763,AKL,-37.01199,174.786331,BNE,-27.384199142456055,153.11700439453125,Auckland International Airport,AKL,-37.01199,174.786331,AKL,NZ,yes,BNE,AU,yes
VA,5360,AKL,2006,CNS,3322,Y,0,320,AKL,-37.01199,174.786331,CNS,-16.885799408,145.755004883,Auckland International Airport,AKL,-37.01199,174.786331,AKL,NZ,yes,CNS,AU,yes
VA,5360,AKL,2006,MEL,3339,Y,0,73H 773 320,AKL,-37.01199,174.786331,MEL,-37.673302,144.843002,Auckland International Airport,AKL,-37.01199,174.786331,AKL,NZ,yes,MEL,AU,yes
VA,5360,AKL,2006,OOL,3321,Y,0,320 73H,AKL,-37.01199,174.786331,OOL,-28.165962,153.506641,Auckland International Airport,AKL,-37.01199,174.786331,AKL,NZ,yes,OOL,AU,yes
VA,5360,AKL,2006,PER,3351,Y,0,772,AKL,-37.01199,174.786331,PER,-31.94029998779297,115.96700286865234,Auckland International Airport,AKL,-37.01199,174.786331,AKL,NZ,yes,PER,AU,yes
VA,5360,AKL,2006,RAR,1959,Y,0,73H,AKL,-37.01199,174.786331,RAR,-21.2027,-159.806,Auckland International Airport,AKL,-37.01199,174.786331,AKL,NZ,yes,RAR,CK,yes
VA,5360,AKL,2006,SYD,3361,Y,0,763 73H 320 772,AKL,-37.01199,174.786331,SYD,-33.94609832763672,151.177001953125,Auckland International Airport,AKL,-37.01199,174.786331,AKL,NZ,yes,SYD,AU,yes
VA,5360,AKL,2006,TBU,1963,Y,0,73H,AKL,-37.01199,174.786331,TBU,-21.241199493408203,-175.14999389648438,Auckland International Airport,AKL,-37.01199,174.786331,AKL,NZ,yes,TBU,TO,yes
VA,5360,APW,1969,AKL,2006,Y,0,73H,APW,-13.829999923706055,-172.00799560546875,AKL,-37.01199,174.786331,Faleolo International Airport,APW,-13.829999923706055,-172.00799560546875,APW,WS,yes,AKL,NZ,yes
VA,5360,BNE,3320,AKL,2006,Y,0,73H 773 772 320 763,BNE,-27.384199142456055,153.11700439453125,AKL,-37.01199,174.786331,Brisbane International Airport,BNE,-27.384199142456055,153.11700439453125,BNE,AU,yes,AKL,NZ,yes
VA,5360,BNE,3320,CHC,2009,,0,320,BNE,-27.384199142456055,153.11700439453125,CHC,-43.48939895629883,172.53199768066406,Brisbane International Airport,BNE,-27.384199142456055,153.11700439453125,BNE,AU,yes,CHC,NZ,yes
VA,5360,BNE,3320,DUD,2011,Y,0,73H,BNE,-27.384199142456055,153.11700439453125,DUD,-45.928101,170.197998,Brisbane International Airport,BNE,-27.384199142456055,153.11700439453125,BNE,AU,yes,DUD,NZ,yes
VA,5360,BNE,3320,WLG,2042,,0,73H,BNE,-27.384199142456055,153.11700439453125,WLG,-41.3272018433,174.804992676,Brisbane International Airport,BNE,-27.384199142456055,153.11700439453125,BNE,AU,yes,WLG,NZ,yes
VA,5360,BNE,3320,ZQN,2030,Y,0,73H,BNE,-27.384199142456055,153.11700439453125,ZQN,-45.021099,168.738998,Brisbane International Airport,BNE,-27.384199142456055,153.11700439453125,BNE,AU,yes,ZQN,NZ,yes
VA,5360,CHC,2009,BNE,3320,,0,320,CHC,-43.48939895629883,172.53199768066406,BNE,-27.384199142456055,153.11700439453125,Christchurch International Airport,CHC,-43.48939895629883,172.53199768066406,CHC,NZ,yes,BNE,AU,yes
VA,5360,CHC,2009,MEL,3339,,0,320 73H,CHC,-43.48939895629883,172.53199768066406,MEL,-37.673302,144.843002,Christchurch International Airport,CHC,-43.48939895629883,172.53199768066406,CHC,NZ,yes,MEL,AU,yes
VA,5360,CHC,2009,OOL,3321,,0,320,CHC,-43.48939895629883,172.53199768066406,OOL,-28.165962,153.506641,Christchurch International Airport,CHC,-43.48939895629883,172.53199768066406,CHC,NZ,yes,OOL,AU,yes
VA,5360,CHC,2009,SYD,3361,,0,320,CHC,-43.48939895629883,172.53199768066406,SYD,-33.94609832763672,151.177001953125,Christchurch International Airport,CHC,-43.48939895629883,172.53199768066406,CHC,NZ,yes,SYD,AU,yes
VA,5360,CNS,3322,AKL,2006,Y,0,320,CNS,-16.885799408,145.755004883,AKL,-37.01199,174.786331,Cairns International Airport,CNS,-16.885799408,145.755004883,CNS,AU,yes,AKL,NZ,yes
VA,5360,MEL,3339,AKL,2006,Y,0,320 73H 773,MEL,-37.673302,144.843002,AKL,-37.01199,174.786331,Melbourne International Airport,MEL,-37.673302,144.843002,MEL,AU,yes,AKL,NZ,yes
VA,5360,MEL,3339,CHC,2009,,0,320 73H,MEL,-37.673302,144.843002,CHC,-43.48939895629883,172.53199768066406,Melbourne International Airport,MEL,-37.673302,144.843002,MEL,AU,yes,CHC,NZ,yes
VA,5360,MEL,3339,WLG,2042,,0,320,MEL,-37.673302,144.843002,WLG,-41.3272018433,174.804992676,Melbourne International Airport,MEL,-37.673302,144.843002,MEL,AU,yes,WLG,NZ,yes
VA,5360,OOL,3321,AKL,2006,Y,0,73H 320,OOL,-28.165962,153.506641,AKL,-37.01199,174.786331,Gold Coast Airport,OOL,-28.165962,153.506641,OOL,AU,yes,AKL,NZ,yes
VA,5360,OOL,3321,CHC,2009,,0,320,OOL,-28.165962,153.506641,CHC,-43.48939895629883,172.53199768066406,Gold Coast Airport,OOL,-28.165962,153.506641,OOL,AU,yes,CHC,NZ,yes
VA,5360,PER,3351,AKL,2006,Y,0,772,PER,-31.94029998779297,115.96700286865234,AKL,-37.01199,174.786331,Perth International Airport,PER,-31.94029998779297,115.96700286865234,PER,AU,yes,AKL,NZ,yes
VA,5360,RAR,1959,AKL,2006,Y,0,73H,RAR,-21.2027,-159.806,AKL,-37.01199,174.786331,Rarotonga International Airport,RAR,-21.2027,-159.806,RAR,CK,yes,AKL,NZ,yes
VA,5360,SYD,3361,AKL,2006,Y,0,763 73H 320 772,SYD,-33.94609832763672,151.177001953125,AKL,-37.01199,174.786331,Sydney Kingsford Smith International Airport,SYD,-33.94609832763672,151.177001953125,SYD,AU,yes,AKL,NZ,yes
VA,5360,SYD,3361,CHC,2009,,0,320,SYD,-33.94609832763672,151.177001953125,CHC,-43.48939895629883,172.53199768066406,Sydney Kingsford Smith International Airport,SYD,-33.94609832763672,151.177001953125,SYD,AU,yes,CHC,NZ,yes
VA,5360,SYD,3361,WLG,2042,,0,320,SYD,-33.94609832763672,151.177001953125,WLG,-41.3272018433,174.804992676,Sydney Kingsford Smith International Airport,SYD,-33.94609832763672,151.177001953125,SYD,AU,yes,WLG,NZ,yes
VA,5360,TBU,1963,AKL,2006,Y,0,73H,TBU,-21.241199493408203,-175.14999389648438,AKL,-37.01199,174.786331,Fua'amotu International Airport,TBU,-21.241199493408203,-175.14999389648438,TBU,TO,yes,AKL,NZ,yes
VA,5360,WLG,2042,BNE,3320,,0,73H,WLG,-41.3272018433,174.804992676,BNE,-27.384199142456055,153.11700439453125,Wellington International Airport,WLG,-41.3272018433,174.804992676,WLG,NZ,yes,BNE,AU,yes
VA,5360,WLG,2042,MEL,3339,,0,320,WLG,-41.3272018433,174.804992676,MEL,-37.673302,144.843002,Wellington International Airport,WLG,-41.3272018433,174.804992676,WLG,NZ,yes,MEL,AU,yes
VA,5360,WLG,2042,SYD,3361,,0,320,WLG,-41.3272018433,174.804992676,SYD,-33.94609832763672,151.177001953125,Wellington International Airport,WLG,-41.3272018433,174.804992676,WLG,NZ,yes,SYD,AU,yes
